shop_name,latitude,longitude,shop,houses_nearby,total_floats
ул. Промышленная 19,30.25779185,59.89669411,Пятёрочка,38,486.0
ул. Дудко 18,30.427286,59.885106,Пятёрочка,35,2458.0
Шаумяна пр. 50,30.42360092,59.92553445,Пятёрочка,32,2654.0
ул. Смоленская 18лит.А,30.32535564,59.90470471,Пятёрочка,27,2817.0
ул. Мясная 19-21,30.28014896,59.91890133,Пятёрочка,64,2369.0
ул. Народная 98,30.4861837,59.88510986,Пятёрочка,25,2282.0
ул. Народная 33,30.46881526,59.88112804,Пятёрочка,33,2867.0
Товарищеский пр. 8,30.48266484,59.91875184,Пятёрочка,23,4074.0
пр-кт Среднегаванский 9,30.24431809,59.93067441,Пятёрочка,75,3944.0
Солидарности пр 14,30.49615272,59.91844856,Пятёрочка,9,1523.0
ул. Коллонтай 41,30.49560011,59.9248054,Пятёрочка,15,2774.0
ул. Садовая 69,30.29745656,59.92044616,Пятёрочка,80,1884.0
Дальневосточный пр 30,30.46217901,59.899619,Пятёрочка,17,2453.0
Товарищеский пр 20/27,30.48651728,59.91498047,Пятёрочка,15,2555.0
ул. Шотмана 7,30.47930454,59.90034691,Пятёрочка,15,2739.0
Большевиков пр 21,30.48302573,59.90515367,Пятёрочка,14,3157.0
ул. Бабушкина 9,30.42114791,59.89684627,Пятёрочка,29,1831.0
ул. Достоевского 30,30.34806931,59.92364399,Пятёрочка,148,4063.0
ул. Кременчугская 9,30.37005647,59.92377492,Пятёрочка,16,3140.0
ул. Заставская 22,30.32762842,59.88864352,Пятёрочка,8,161.0
ул. Шотландская 3,30.24393588,59.90693937,Пятёрочка,11,1672.0
ул. Курская 28/32,30.3537821,59.91145072,Пятёрочка,55,1559.0
ул. Егорова 25,30.31395231,59.91005626,Пятёрочка,92,2555.0
ул. Народная 2,30.45801638,59.88017002,Пятёрочка,21,2117.0
пр-кт Рижский 54,30.27632162,59.91318954,Пятёрочка,61,3857.0
Полтавский пр 2,30.36747834,59.92618525,Пятёрочка,29,1862.0
ул. Стрельбищенская 16,30.36028339,59.8865265,Пятёрочка,40,1985.0
пр-кт Невский 146,30.37100596,59.92901956,Пятёрочка,85,3576.0
ул. Марата 65/20,30.34491367,59.92157749,Пятёрочка,77,2570.0
ул. Тельмана 33,30.47953375,59.89226908,Пятёрочка,11,2163.0
Российский пр 15,30.475269,59.929455,Пятёрочка,12,2777.0
ул. Дыбенко 14,30.4654419,59.90322939,Пятёрочка,21,4345.0
ул. Белы Куны 24,30.39187098,59.87673405,Пятёрочка,16,2206.0
пр-кт Дальневосточный 12,30.43854387,59.91363906,Пятёрочка,3,2495.0
ул. Прилукская 15,30.34566008,59.90981361,Пятёрочка,93,1835.0
ул. Народная 55,30.47667901,59.88275904,Пятёрочка,37,3527.0
ул. Народная 16,30.46496453,59.88106648,Пятёрочка,28,2486.0
пр-кт Лиговский 107лит.А,30.35362179,59.92090376,Пятёрочка,116,3070.0
Английский пр 16,30.28345124,59.92562658,Пятёрочка,56,1672.0
пр-кт Новочеркасский 36,30.41387762,59.92747821,Пятёрочка,40,3670.0
ул. Крупской 35,30.42464583,59.88889316,Пятёрочка,59,2209.0
пр-кт Московский 73,30.31285116,59.90384723,Пятёрочка,5,4118.0
пр-кт Новочеркасский 52,30.42015029,59.92294466,Пятёрочка,39,2878.0
ул. Двинская 3,30.2556648,59.90938007,Пятёрочка,7,553.0
ул. Маршала Говорова 16,30.269245,59.881783,Пятёрочка,17,1378.0
ул. Черняховского 16/5,30.35703733,59.91795347,Пятёрочка,60,1296.0
ул. Стрельбищенская 13,30.35895582,59.88643856,Пятёрочка,44,2167.0
пр-кт Лермонтовский 48,30.29794024,59.9130785,Пятёрочка,67,1631.0
ул. Коллонтай 12,30.45787044,59.917453,Пятёрочка,13,2623.0
Дальневосточный пр 42,30.46407368,59.89401203,Пятёрочка,15,2960.0
ул. Народная 3,30.460728,59.87848296,Пятёрочка,14,2248.0
наб. Реки Пряжки 34,30.2808026,59.92221742,Пятёрочка,107,3107.0
пр-кт Измайловский 4,30.30841093,59.91543017,Пятёрочка,61,1490.0
ул. Курляндская 22-24,30.28291328,59.91165598,Пятёрочка,52,3149.0
ул. Кржижановского 17,30.48361958,59.92915947,Пятёрочка,5,1274.0
ул. Крыленко 1,30.45246196,59.89309073,Пятёрочка,8,4103.0
пр-кт Московский 139,30.31579624,59.87756326,Пятёрочка,24,3261.0
ул. Правды 22,30.33900193,59.92103712,Пятёрочка,47,1410.0
ул. Народная 39,30.47190347,59.88189259,Пятёрочка,38,3437.0
пер. Ногина 3,30.42572514,59.89982568,Пятёрочка,26,1264.0
пр-кт Маршала Блюхера 40,30.422696,59.976324,Пятёрочка,13,2223.0
Кушелевская дор. 5,30.37212861,59.98870758,Пятёрочка,13,4321.0
пр-кт Косыгина 31,30.49817246,59.94495637,Пятёрочка,17,4527.0
пр-кт Маршала Блюхера 11,30.37701635,59.97945317,Пятёрочка,8,4075.0
пр-кт Шаумяна 8,30.41611962,59.93605597,Пятёрочка,1,1151.0
ул. Кирочная 45,30.37897205,59.94285402,Пятёрочка,53,2268.0
Пискарёвский пр 39,30.420966,59.978629,Пятёрочка,12,1874.0
ул. Коммуны 50,30.490621,59.959159,Пятёрочка,17,1878.0
ул. Шевченко 27,30.242684,59.938093,Пятёрочка,50,3154.0
ул. Кораблестроителей 30лит.А,30.216643,59.951911,Пятёрочка,8,3108.0
пр. В.О. Малый 52,30.261257,59.94252,Пятёрочка,46,1599.0
11-я В.О. линия 38,30.2722879,59.94228247,Пятёрочка,87,4004.0
ул. 2-Я В.О. Линия 37,30.28471882,59.9443367,Пятёрочка,115,3020.0
ул. Маршала Тухачевского 3,30.43234636,59.96199714,Пятёрочка,22,3306.0
ул. Нахимова 11лит.А,30.22042764,59.94175465,Пятёрочка,12,2192.0
ул. Чапаева 15,30.33152625,59.96092049,Пятёрочка,12,568.0
9-ая линия ВО 64,30.27114438,59.94636198,Пятёрочка,78,2608.0
ш. Революции 8,30.41402706,59.95964428,Пятёрочка,35,2202.0
ул. Литовская 8,30.35349932,59.97908776,Пятёрочка,6,1633.0
б-р Вилькицкий 7,30.1969906,59.93765348,Пятёрочка,5,3962.0
б-р Вилькицкий 4,30.20170329,59.93929051,Пятёрочка,8,4552.0
ул. Моисеенко 22,30.38794445,59.93825402,Пятёрочка,27,1187.0
пр-кт Маршала Блюхера 9,30.37363767,59.97827437,Пятёрочка,6,3004.0
Индустриальный пр. 35,30.47063209,59.95353391,Пятёрочка,12,2811.0
наб. Морская 39,30.22880536,59.96037182,Пятёрочка,13,2377.0
пр-кт Пискаревский 20 литерА,30.410488,59.970065,Пятёрочка,23,2611.0
ул. Бестужевская 9,30.40087568,59.98391674,Пятёрочка,25,3449.0
ул. Гаванская 19/100,30.24079829,59.93126651,Пятёрочка,86,4400.0
ул. Наличная 44,30.23141202,59.95194967,Пятёрочка,18,2934.0
пр-кт Энергетиков 50,30.43595757,59.96531234,Пятёрочка,12,2534.0
пр-кт Ириновский 27,30.47356735,59.9570279,Пятёрочка,16,3547.0
ул. Хасанская 10,30.48373,59.936944,Пятёрочка,15,2715.0
пр-кт Металлистов 77,30.403102,59.97066,Пятёрочка,41,3492.0
ул. Наличная 32,30.2274619,59.944169,Пятёрочка,17,3089.0
ул. Наличная 38,30.23001291,59.94688371,Пятёрочка,12,2321.0
17-я В.О.линия 12,30.27097699,59.93475,Пятёрочка,72,2106.0
пл. Ленина 8/8,30.35501236,59.95700021,Пятёрочка,27,922.0
Среднеохтинский пр 3,30.41422976,59.94523185,Пятёрочка,44,3306.0
Индустриальный пр. 30/23,30.470355,59.95054,Пятёрочка,17,3919.0
Кондратьевский пр 48,30.387532,59.97214,Пятёрочка,38,2524.0
наб. Новосмоленская 1,30.229177,59.949218,Пятёрочка,14,2852.0
ул. Гаванская 45,30.238152,59.937613,Пятёрочка,65,4512.0
Индустриальный пр. 10,30.475301,59.939157,Пятёрочка,8,1774.0
ул. Пионерская 21,30.29077509,59.95792767,Пятёрочка,75,2237.0
ш. Рябовское 101,30.50809321,59.98006683,Пятёрочка,23,1773.0
ул. Бестужевская 7,30.3867312,59.98429979,Пятёрочка,12,3766.0
пр-кт Пискаревский 10,30.40827795,59.96443863,Пятёрочка,15,2126.0
ул. Дибуновская 37,30.26979133,59.98605756,Пятёрочка,46,2149.0
ул. Белоостровская 35,30.31124019,59.98841841,Пятёрочка,35,2956.0
ул. Беринга 23,30.23893397,59.94442207,Пятёрочка,29,3123.0
24-я линия Васильевского Острова 25,30.25598785,59.9369016,Пятёрочка,14,1330.0
ул. Кирочная 24,30.35742309,59.94422485,Пятёрочка,58,1645.0
пр-кт Среднеохтинский 4,30.41376521,59.9470731,Пятёрочка,45,2397.0
ул. Савушкина 139,30.20666642,59.98891605,Пятёрочка,16,3236.0
пр-кт Новочеркасский 12,30.40961697,59.93577492,Пятёрочка,21,2047.0
ул. Савушкина 136,30.19693,59.989027,Пятёрочка,13,2625.0
ул. Савушкина 115,30.2354609,59.98754908,Пятёрочка,10,2269.0
Наставников пр 24,30.48916702,59.94576144,Пятёрочка,9,1772.0
ул. Ленская 6,30.48502436,59.941233,Пятёрочка,17,3411.0
пр-кт Индустриальный 34,30.46981842,59.9520162,Пятёрочка,13,3044.0
наб. Свердловская 62,30.40895705,59.9530964,Пятёрочка,49,3735.0
Пискарёвский пр 19,30.41206775,59.96607969,Пятёрочка,11,1400.0
ул. Б.Пороховская 50,30.430834,59.953463,Пятёрочка,23,2849.0
Наставников пр 47,30.48083547,59.95731749,Пятёрочка,27,3310.0
Полюстровский пр 3,30.412389,59.962733,Пятёрочка,16,2077.0
Индустриальный пр. 27,30.47518,59.949096,Пятёрочка,9,2337.0
ул. Шевченко 17,30.24622881,59.93500061,Пятёрочка,34,2692.0
наб. Реки Смоленки 32,30.26245074,59.95014932,Пятёрочка,4,2029.0
пр-кт Малый Сампсониевский 2,30.3410813,59.96807874,Пятёрочка,3,230.0
ул. Большая Пушкарская 44,30.3073463,59.96133158,Пятёрочка,117,3222.0
пр-кт Металлистов 15,30.422499,59.9519072,Пятёрочка,31,2396.0
ул. Стремянная 1/6,30.34819945,59.93121319,Пятёрочка,111,3144.0
ул. Маршала Тухачевского 23,30.42825093,59.9682988,Пятёрочка,8,3048.0
ул. Караванная 1,30.34076857,59.93698362,Пятёрочка,20,556.0
Наставников пр 18,30.48907932,59.94325364,Пятёрочка,17,3113.0
ул. Кораблестроителей 36/1,30.21705585,59.95509314,Пятёрочка,17,5009.0
Ударников пр 27,30.47678628,59.95224243,Пятёрочка,16,3413.0
пр-кт Кима 4лит.В,30.24202692,59.94882215,Пятёрочка,18,2303.0
ул. Чайковского 81лит.А,30.36630659,59.94616995,Пятёрочка,24,682.0
Кондратьевский пр 62,30.393612,59.979348,Пятёрочка,22,4082.0
пр-кт Приморский 137,30.215036,59.983223,Пятёрочка,8,3169.0
ул. Беговая 3,30.20538033,59.98607491,Пятёрочка,8,1938.0
Наставников пр 3,30.489333,59.936925,Пятёрочка,16,2737.0
ул. Ворошилова 31,30.46363223,59.93291375,Пятёрочка,9,2623.0
ул. Малая Пушкарская 20/4,30.3059948,59.9592871,Пятёрочка,123,3784.0
ул. Белоостровская 3,30.3321955,59.9849379,Пятёрочка,1,35.0
ул. Замшина 28,30.39869316,59.97346814,Пятёрочка,50,3953.0
ул. Шевченко 24,30.24284415,59.93610765,Пятёрочка,51,3537.0
9-я В.О. линия 42,30.27523935,59.94267595,Пятёрочка,110,4624.0
ул. Александра Матросова 20,30.34926099,59.9843836,Пятёрочка,3,628.0
ул. Репнинская 7,30.42728615,59.98717007,Пятёрочка,17,1991.0
ул. 4-Ая Советская 16/10,30.36954045,59.9338708,Пятёрочка,149,4038.0
пр-кт Литейный 43,30.34796038,59.93898852,Пятёрочка,65,1872.0
пр-кт Кима 6,30.24603307,59.95086213,Пятёрочка,28,2300.0
ул. Шаврова 5,30.22748901,60.02112895,Пятёрочка,11,2491.0
пр-кт Испытателей 33,30.26309758,60.00831444,Пятёрочка,16,4549.0
пр-кт Пискаревский 147,30.4472514,60.00296045,Пятёрочка,15,1002.0
ул. Туристская 18,30.20568672,59.99639406,Пятёрочка,7,2728.0
пр-кт Комендантский 69,30.22355183,60.03988037,Пятёрочка,9,11620.0
пр-кт Тореза 40,30.35237622,60.00697171,Пятёрочка,13,1644.0
пр-кт Богатырский 4,30.29375284,59.99959628,Пятёрочка,17,4443.0
ул. Стародеревенская 19,30.247918,60.000118,Пятёрочка,19,2846.0
Авиаконструкторов пр 35,30.23449744,60.02116418,Пятёрочка,24,5923.0
ул. Парашютная 40,30.2520819,60.02875461,Пятёрочка,15,6150.0
пр-кт Непокоренных 6к.1,30.37174126,59.99775221,Пятёрочка,17,2498.0
пр-кт Комендантский 64,30.22247484,60.03861513,Пятёрочка,12,10340.0
Науки пр 28,30.41821163,60.01040211,Пятёрочка,36,5434.0
Королева пр 46,30.25069132,60.02232935,Пятёрочка,21,4578.0
пр-кт Богатырский 10,30.27937154,59.99808191,Пятёрочка,10,2466.0
ул. Верности 10,30.407372,60.00811149,Пятёрочка,18,3463.0
пр-кт Художников 15,30.34576433,60.03755252,Пятёрочка,22,4740.0
ул. Авиаконструкторов 32,30.22487709,60.02619197,Пятёрочка,19,3418.0
пр-кт Богатырский 41,30.23919689,60.0038765,Пятёрочка,15,2694.0
пр-кт Юнтоловский 51,30.14310352,60.03322502,Пятёрочка,16,2941.0
пр-кт Богатырский 66,30.19887362,60.00665128,Пятёрочка,12,3566.0
пр-кт Королева 65,30.24139146,60.03304752,Пятёрочка,2,1313.0
пр-кт Королёва 7,30.29068036,60.01066927,Пятёрочка,7,2613.0
пр-кт Пархоменко 7,30.3341798,60.00002096,Пятёрочка,25,2214.0
пр-кт Гражданский 89/71,30.407136,60.02084869,Пятёрочка,18,3197.0
ул. Ушинского 5,30.40563604,60.02919291,Пятёрочка,15,2797.0
ул. Школьная 3,30.29856937,59.98935945,Пятёрочка,33,2298.0
пр-кт Науки 44,30.428091,60.005914,Пятёрочка,13,1971.0
пр-кт 2-Й Муринский 30,30.35258225,60.00029694,Пятёрочка,13,1260.0
пр-кт Королева 27к.1,30.27128634,60.01296238,Пятёрочка,15,2964.0
ул. Щербакова 11,30.29646397,60.0286211,Пятёрочка,19,4368.0
пр-кт Науки 21,30.400316,60.010856,Пятёрочка,2,795.0
ул. Есенина 5,30.33146847,60.0371807,Пятёрочка,9,3125.0
2-й Муринский пр. 10,30.333221,60.003116,Пятёрочка,27,2228.0
Авиаконструкторов пр 49А,30.22373597,60.02788743,Пятёрочка,20,3405.0
Гражданский пр. 84,30.39935422,60.01587525,Пятёрочка,31,2740.0
Удельный пр 17,30.31628425,60.0150336,Пятёрочка,23,980.0
ул. Аллея Поликарпова 1,30.293897,60.007646,Пятёрочка,13,4117.0
пр-кт Гражданский 13,30.3875426,60.001971,Пятёрочка,14,2358.0
пр-кт Богатырский 63,30.20218237,60.0087673,Пятёрочка,14,2135.0
ш. Ланское 12,30.3089484,59.99250688,Пятёрочка,50,5050.0
Комендантский пр 38,30.23996002,60.02221885,Пятёрочка,18,3743.0
ул. Байконурская 9,30.27613637,60.00191424,Пятёрочка,9,2206.0
пр-кт Луначарского 86,30.384986,60.032734,Пятёрочка,14,2528.0
ул. Стародеревенская 20,30.24335154,59.99981671,Пятёрочка,14,2844.0
ул. Стародеревенская 25,30.24784595,60.00480711,Пятёрочка,24,4273.0
ул. Ильюшина 3,30.25280853,60.00852572,Пятёрочка,15,3377.0
ул. Яхтенная 38,30.22440116,60.00702118,Пятёрочка,16,4044.0
ул. Оптиков 32,30.21829166,59.99951987,Пятёрочка,8,4518.0
пр-кт Гражданский 116,30.4185139,60.03518943,Пятёрочка,1,281.0
ш. Ланское 55,30.31673389,59.9941476,Пятёрочка,41,3069.0
пр-кт Гражданский 104,30.41174581,60.0281921,Пятёрочка,23,3884.0
пр-кт Новоколомяжский 4,30.29749395,60.02516693,Пятёрочка,6,2385.0
ул. Оптиков 46,30.20618971,60.00099926,Пятёрочка,13,5427.0
пр-кт Тореза 2,30.361595,59.999124,Пятёрочка,18,3001.0
Авиаконструкторов пр 10А,30.24208,60.012633,Пятёрочка,11,3653.0
Гражданский пр. 105,30.41218187,60.02636931,Пятёрочка,15,3265.0
ул. Карпинского 38,30.42957901,60.01310657,Пятёрочка,26,3754.0
Тихорецкий пр 10,30.367992,60.013444,Пятёрочка,44,2842.0
ул. Софьи Ковалевской 3,30.41141122,60.01244598,Пятёрочка,28,3589.0
пр-кт Маршака 10,30.44760698,60.03337777,Пятёрочка,11,2586.0
ул. Софьи Ковалевской 12,30.41008994,60.01521154,Пятёрочка,33,5105.0
пр-кт Просвещения 75,30.40220875,60.0385512,Пятёрочка,18,5452.0
ул. Бутлерова 13,30.40509654,60.00932583,Пятёрочка,11,3495.0
пр-кт Юнтоловский 47,30.13968364,60.03167742,Пятёрочка,19,3246.0
ул. Байконурская 28,30.27948236,60.01551068,Пятёрочка,1,282.0
пр-кт Светлановский 35,30.34430864,60.00896854,Пятёрочка,8,1214.0
ул. Оптиков 47,30.20208972,60.0031906,Пятёрочка,11,4537.0
ул. Яхтенная 24к.2,30.21791017,59.99759671,Пятёрочка,7,3770.0
пр-кт Богатырский 5,30.2910862,60.00050144,Пятёрочка,15,3366.0
пр-кт Луначарского 80,30.374562,60.035579,Пятёрочка,19,3996.0
Науки пр 10,30.391321,60.015128,Пятёрочка,23,4332.0
ул. Лиственная 20,30.33853682,60.02819427,Пятёрочка,1,1312.0
пр-кт Науки 2,30.37596326,60.01773151,Пятёрочка,18,2496.0
ул. Парашютная 10,30.28576588,60.01578163,Пятёрочка,12,3725.0
наб. Реки Каменки 17,30.27264091,60.0541298,Пятёрочка,3,720.0
пр-кт Просвещения 74,30.38899435,60.04426252,Пятёрочка,12,1756.0
ул. Есенина 22,30.337003,60.04621,Пятёрочка,9,2143.0
Культуры пр 22,30.375206,60.047941,Пятёрочка,23,4240.0
ул. Композиторов 5,30.317675,60.05052,Пятёрочка,9,4026.0
пр-кт Просвещения 76,30.395163,60.041051,Пятёрочка,16,3242.0
Культуры пр 25,30.378949,60.047557,Пятёрочка,19,2948.0
Луначарского пр 52,30.333388,60.043322,Пятёрочка,14,3516.0
ул. Жени Егоровой 4,30.30752837,60.06350582,Пятёрочка,2,672.0
Просвещения пр 30,30.32877629,60.05483645,Пятёрочка,7,2449.0
Луначарского пр 60,30.34041025,60.04189216,Пятёрочка,21,4094.0
пр-кт Художников 24,30.351714,60.047054,Пятёрочка,12,3179.0
Энгельса пр 128,30.326748,60.043447,Пятёрочка,14,4214.0
б-р Сиреневый 6,30.35123724,60.05457587,Пятёрочка,7,2545.0
Художников пр 45,30.36005516,60.05472714,Пятёрочка,11,2722.0
Художников пр 32,30.35603247,60.05254832,Пятёрочка,15,4889.0
пр-кт Художников 22,30.34945724,60.04444979,Пятёрочка,18,4078.0
ул. Тимуровская 8,30.39607948,60.04605589,Пятёрочка,19,2532.0
ул. Брянцева 19,30.40982264,60.04236288,Пятёрочка,25,5017.0
пр-кт Просвещения 48,30.35370722,60.04969293,Пятёрочка,14,3616.0
ш. Выборгское 7,30.3173258,60.04298292,Пятёрочка,8,760.0
пр-кт Энгельса 145,30.33821041,60.05565032,Пятёрочка,14,2392.0
Выборгское шоссе 33 к1,30.302402,60.065328,Верный,4,1336.0
Суздальское шоссе 12 лит А,30.289655,60.06311,Верный,6,631.0
Суздальское шоссе 22 к4 ст1,30.275974,60.058479,Верный,8,2076.0
Симонова 1,30.323872,60.055807,Верный,8,2694.0
Культуры проспект 29 к1,30.38061,60.049563,Верный,19,2441.0
Демьяна Бедного 27 к2,30.392216,60.048624,Верный,21,2893.0
Луначарского проспект 1 к1,30.318437,60.043687,Верный,11,2319.0
Комендантский проспект 71,30.221617,60.041099,Верный,7,8343.0
Корнея Чуковского 8,30.455197,60.030443,Верный,26,5812.0
Гражданский проспект 111,30.41621,60.029755,Верный,25,4299.0
Маршака проспект 20,30.45243,60.028406,Верный,20,4519.0
Новоколомяжский проспект 4а,30.298638,60.026963,Верный,7,2512.0
Светлановский проспект 36 к2,30.373279,60.022823,Верный,17,4144.0
Вавиловых 13 к1,30.39262,60.021946,Верный,18,2924.0
Ярославский проспект 63,30.318734,60.02093,Верный,21,1506.0
Северный проспект 75 к1,30.411494,60.020071,Верный,17,2948.0
Планерная 47 к3,30.229711,60.017283,Верный,15,3459.0
Науки проспект 15 лит А,30.379837,60.016132,Верный,15,2325.0
Сизова проспект 30 к4,30.274312,60.013632,Верный,12,2387.0
Тореза проспект 43,30.349169,60.010708,Верный,6,1291.0
Уточкина 3 к3,30.264377,60.010285,Верный,15,3909.0
Камышовая 4 к1,30.253247,60.00487,Верный,26,4314.0
Матроса Железняка 57 лит А,30.316254,60.00029,Верный,11,953.0
Мечникова проспект 19,30.412958,59.98562,Верный,25,3170.0
Кондратьевский проспект 68,30.396896,59.983558,Верный,13,6287.0
Большая Зеленина 6,30.294551,59.959449,Верный,95,5225.0
Мира 3,30.313523,59.959012,Верный,66,2273.0
Коммуны 50,30.490177,59.959345,Верный,16,1854.0
Большая Пушкарская 22,30.30225,59.9583,Верный,41,1114.0
Кораблестроителей 32 к1,30.216793,59.953466,Верный,9,3253.0
Набережная реки Смоленки 3 к2,30.262805,59.94969,Верный,3,1834.0
Энтузиастов проспект 20 к1,30.468312,59.94622,Верный,10,2072.0
Косыгина проспект 27 к1,30.494462,59.944711,Верный,16,3210.0
Индустриальный проспект 15,30.478355,59.941953,Верный,13,2286.0
Басков переулок 4/34,30.354693,59.939739,Верный,100,2588.0
17-я линия В.О. 22 лит В,30.266766,59.938288,Верный,58,1832.0
Гороховая 59,30.328013,59.924226,Верный,84,2773.0
Марата 51,30.350013,59.923473,Верный,154,4685.0
Садовая 78,30.293671,59.919211,Верный,134,2956.0
Большевиков проспект 7 к3,30.47001,59.915057,Верный,19,4012.0
Подвойского 8,30.45844,59.909152,Верный,12,2208.0
Антонова-Овсеенко 7,30.461485,59.906382,Верный,11,3225.0
Промышленная 6,30.272938,59.898778,Верный,42,865.0
Народная 40,30.471178,59.882564,Верный,44,3498.0
Софийская 30 к2,30.406544,59.87645,Верный,9,1673.0
Новоизмайловский проспект 31 к2,30.303831,59.861435,Верный,31,2972.0
Юрия Гагарина проспект 21,30.335065,59.861187,Верный,21,2703.0
Ленинский проспект 82 к1,30.196302,59.858372,Верный,16,6623.0
Адмирала Трибуца 5,30.146266,59.853406,Верный,4,2779.0
Ленинский проспект 109,30.240347,59.851259,Верный,7,2108.0
Народного Ополчения проспект 10,30.282154,59.850156,Верный,1,770.0
Димитрова 16 к1,30.385398,59.848552,Верный,14,2986.0
Петергофское шоссе 45,30.152851,59.848384,Верный,2,1205.0
Ветеранов проспект 171 к5 ст1,30.113109,59.841966,Верный,12,7081.0
Советский проспект 43 к1,30.538246,59.829495,Верный,11,4807.0
Пулковское шоссе 24 к2,30.327151,59.826569,Верный,24,3432.0
Первомайская 5 к1,30.307154,60.046513,Верный,2,20.0
линия 26-я В.О. д 7,30.260523,59.928834,Вкустер,8,1506.0
г Санкт-Петербург Балтийский б-р д 4,30.155636,59.869006,Вкустер,3,1946.0
ул. Белоостровская д.10 к.1,30.326289,59.98507,Вкустер,1,1158.0
г Санкт-Петербург пр-кт Большой П.С. д 29/2,30.299797,59.957895,Вкустер,122,3774.0
пр-кт. Ветеранов д. 175,30.108366,59.838304,Вкустер,5,5266.0
пр-кт. Героев д.33 стр.1,30.150039,59.858286,Вкустер,2,1113.0
ул Грибалёвой д7 к1 стр1,30.35402,59.983283,Вкустер,5,2107.0
Дизельный проезд д11 к1,30.340976,59.819386,Вкустер,4,2714.0
ул Дыбенко д8 к1,30.453724,59.900669,Вкустер,4,1618.0
ул Звёздная д4 к2,30.345459,59.832634,Вкустер,20,2574.0
ул Лидии Зверевой д5 к1,30.254926,60.040923,Вкустер,5,4669.0
Индустриальный пр-кт д11,30.477655,59.938608,Вкустер,11,2625.0
ул. Катерников д. 3 ст. 1,30.15542,59.855087,Вкустер,8,3337.0
Ленинский пр-кт д. 121,30.260765,59.85134,Вкустер,39,3240.0
г.Санкт-Петербург Ленинский пр-кт. д.45 к.1 стр.1,30.159633,59.865325,Вкустер,4,2481.0
Ленинский пр-кт д. 76,30.18793,59.860188,Вкустер,23,7077.0
Лиговский пр-кт д.232,30.344947,59.906359,Вкустер,40,2811.0
Лиговский пр-кт д.271,30.342404,59.905357,Вкустер,14,2344.0
ул. Малая Бухарестская д.12,30.41594,59.847268,Вкустер,3,1077.0
Малодетскосельский пр-кт д. 25/12,30.321707,59.912152,Вкустер,101,2663.0
ул. Марата д. 46,30.351576,59.92456,Вкустер,41,1269.0
ул. Маршала Говорова д. 14,30.267377,59.879818,Вкустер,20,1545.0
Московский пр-кт д. 183/185,30.319848,59.855304,Вкустер,7,2456.0
пр-кт Науки д. 19 к. 1,30.395935,60.01275,Вкустер,30,2845.0
Октябрьская наб. д.44,30.447974,59.894102,Вкустер,4,2543.0
Орлово-Денисовский пр-кт д. 19 к. 4 стр. 1,30.270656,60.055767,Вкустер,8,2367.0
ул. Парашютная д.32 стр.1,30.255241,60.025983,Вкустер,6,2269.0
ул. Пейзажная д.4 к.1 стр.1,30.481419,60.013479,Вкустер,7,2178.0
ул. Плесецкая д. 10,30.214808,60.03371,Вкустер,2,4355.0
Сапёрный пер. д. 16/36,30.359868,59.941096,Вкустер,129,3415.0
Северный пр-кт д129 стр1,30.452969,60.000438,Вкустер,8,733.0
ул. Среднерогатская д. 13 к. 1 стр. 1,30.332298,59.821956,Вкустер,5,5047.0
ул. Среднерогатская д. 16 к. 2 стр. 1,30.34138,59.822919,Вкустер,7,4719.0
Суздальское ш. д. 26 к.1,30.271851,60.058942,Вкустер,7,2267.0
​Санкт-Петербург Торфяная дорога д17 к1 ст1,30.256436,59.995066,Вкустер,2,901.0